Nome, Tempo Total, Execuções, Unidade
gpp::aabbInsideAll, 5697000.00, 23924, Nanosegundos
gpp::aabbOverlap, 5585600.00, 26563, Nanosegundos
gpp::collisionBoxSphere, 1244500.00, 1157, Nanosegundos
gpp::degrees_to_radians, 300.00, 6, Nanosegundos
gpp::getCollisionId, 733600.00, 1157, Nanosegundos
gpp::gpp_world::addBody, 32000.00, 2, Nanosegundos
gpp::gpp_world::broadPhase, 76970896.00, 1923, Nanosegundos
gpp::gpp_world::dispatchCollisions, 1442500.00, 1923, Nanosegundos
gpp::gpp_world::integrateBodies, 39571000.00, 1923, Nanosegundos
gpp::gpp_world::internalUpdate, 174980704.00, 1923, Nanosegundos
gpp::gpp_world::narrowPhase, 3578300.00, 1923, Nanosegundos
gpp::gpp_world::selectAndPrepareBodies, 13450600.00, 1923, Nanosegundos
gpp::gpp_world::solveCollisions, 14296400.00, 1923, Nanosegundos
gpp::gpp_world::solvePair, 12468500.00, 1161, Nanosegundos
gpp::octree::broadPhase, 73896704.00, 1923, Nanosegundos
gpp::octree::broadPhaseAuxiliary, 52081200.00, 3846, Nanosegundos
gpp::octree::create, 5000.00, 1, Nanosegundos
gpp::octree::insert, 29600.00, 2, Nanosegundos
gpp::octree::traverse, 95143904.00, 3082, Nanosegundos
