Nome, Tempo Total, Execuções, Unidade
gpp::aabbInsideAll, 4717000.00, 19610, Nanosegundos
gpp::aabbOverlap, 4706200.00, 24738, Nanosegundos
gpp::collisionBoxSphere, 958000.00, 930, Nanosegundos
gpp::degrees_to_radians, 500.00, 6, Nanosegundos
gpp::getCollisionId, 449100.00, 930, Nanosegundos
gpp::gpp_world::addBody, 17900.00, 2, Nanosegundos
gpp::gpp_world::broadPhase, 73947800.00, 1922, Nanosegundos
gpp::gpp_world::dispatchCollisions, 1248700.00, 1922, Nanosegundos
gpp::gpp_world::integrateBodies, 33459200.00, 1922, Nanosegundos
gpp::gpp_world::internalUpdate, 160908896.00, 1922, Nanosegundos
gpp::gpp_world::narrowPhase, 2654500.00, 1922, Nanosegundos
gpp::gpp_world::selectAndPrepareBodies, 13861900.00, 1922, Nanosegundos
gpp::gpp_world::solveCollisions, 11439400.00, 1922, Nanosegundos
gpp::gpp_world::solvePair, 9727800.00, 934, Nanosegundos
gpp::octree::broadPhase, 71021200.00, 1922, Nanosegundos
gpp::octree::broadPhaseAuxiliary, 49641300.00, 3844, Nanosegundos
gpp::octree::create, 4500.00, 1, Nanosegundos
gpp::octree::insert, 15300.00, 2, Nanosegundos
gpp::octree::traverse, 87294704.00, 2854, Nanosegundos
