Nome, Tempo Total, Execuções, Unidade
gpp::aabbInsideAll, 70704800.00, 466800, Nanosegundos
gpp::aabbOverlap, 85689600.00, 599478, Nanosegundos
gpp::collisionBoxSphere, 6222900.00, 22533, Nanosegundos
gpp::degrees_to_radians, 7100.00, 63, Nanosegundos
gpp::getCollisionId, 3311400.00, 22533, Nanosegundos
gpp::gpp_world::addBody, 257400.00, 21, Nanosegundos
gpp::gpp_world::broadPhase, 616834816.00, 1923, Nanosegundos
gpp::gpp_world::dispatchCollisions, 2474300.00, 1923, Nanosegundos
gpp::gpp_world::integrateBodies, 324336192.00, 1923, Nanosegundos
gpp::gpp_world::internalUpdate, 1197579392.00, 1923, Nanosegundos
gpp::gpp_world::narrowPhase, 24992900.00, 1923, Nanosegundos
gpp::gpp_world::selectAndPrepareBodies, 34788300.00, 1923, Nanosegundos
gpp::gpp_world::solveCollisions, 172597296.00, 1923, Nanosegundos
gpp::gpp_world::solvePair, 159165200.00, 22613, Nanosegundos
gpp::octree::broadPhase, 614456128.00, 1923, Nanosegundos
gpp::octree::broadPhaseAuxiliary, 577063808.00, 40383, Nanosegundos
gpp::octree::create, 7400.00, 1, Nanosegundos
gpp::octree::insert, 232000.00, 21, Nanosegundos
gpp::octree::traverse, 844976896.00, 24477, Nanosegundos
