Nome, Tempo Total, Execuções, Unidade
gpp::aabbInsideAll, 142439696.00, 946213, Nanosegundos
gpp::aabbOverlap, 767031680.00, 5037316, Nanosegundos
gpp::collisionBoxSphere, 9767700.00, 45458, Nanosegundos
gpp::degrees_to_radians, 5900.00, 123, Nanosegundos
gpp::getCollisionId, 7162800.00, 45458, Nanosegundos
gpp::gpp_world::addBody, 1445100.00, 41, Nanosegundos
gpp::gpp_world::broadPhase, 4123014912.00, 1921, Nanosegundos
gpp::gpp_world::dispatchCollisions, 2672700.00, 1921, Nanosegundos
gpp::gpp_world::integrateBodies, 706757632.00, 1921, Nanosegundos
gpp::gpp_world::internalUpdate, 5227657728.00, 1921, Nanosegundos
gpp::gpp_world::narrowPhase, 39101100.00, 1921, Nanosegundos
gpp::gpp_world::selectAndPrepareBodies, 46098400.00, 1921, Nanosegundos
gpp::gpp_world::solveCollisions, 286024608.00, 1921, Nanosegundos
gpp::gpp_world::solvePair, 264456400.00, 45611, Nanosegundos
gpp::octree::broadPhase, 4120456448.00, 1921, Nanosegundos
gpp::octree::broadPhaseAuxiliary, 4053864960.00, 78985, Nanosegundos
gpp::octree::create, 4800.00, 1, Nanosegundos
gpp::octree::insert, 1421400.00, 41, Nanosegundos
gpp::octree::traverse, 4633652224.00, 47428, Nanosegundos
