Nome, Tempo Total, Execuções, Unidade
gpp::aabbInsideAll, 156817904.00, 859807, Nanosegundos
gpp::aabbOverlap, 464129696.00, 2574476, Nanosegundos
gpp::collisionBoxSphere, 12812300.00, 41711, Nanosegundos
gpp::degrees_to_radians, 5900.00, 108, Nanosegundos
gpp::getCollisionId, 7343500.00, 41711, Nanosegundos
gpp::gpp_world::addBody, 581000.00, 36, Nanosegundos
gpp::gpp_world::broadPhase, 2657256448.00, 1862, Nanosegundos
gpp::gpp_world::dispatchCollisions, 3069500.00, 1862, Nanosegundos
gpp::gpp_world::integrateBodies, 709155776.00, 1862, Nanosegundos
gpp::gpp_world::internalUpdate, 3867396352.00, 1862, Nanosegundos
gpp::gpp_world::narrowPhase, 51268200.00, 1862, Nanosegundos
gpp::gpp_world::selectAndPrepareBodies, 46370100.00, 1862, Nanosegundos
gpp::gpp_world::solveCollisions, 374918688.00, 1862, Nanosegundos
gpp::gpp_world::solvePair, 346596000.00, 41841, Nanosegundos
gpp::octree::broadPhase, 2654431488.00, 1862, Nanosegundos
gpp::octree::broadPhaseAuxiliary, 2585658880.00, 67096, Nanosegundos
gpp::octree::create, 4700.00, 1, Nanosegundos
gpp::octree::insert, 560400.00, 36, Nanosegundos
gpp::octree::traverse, 3175671808.00, 43612, Nanosegundos
