Nome, Tempo Total, Execuções, Unidade
gpp::aabbInsideAll, 109437200.00, 594632, Nanosegundos
gpp::aabbOverlap, 147159904.00, 867474, Nanosegundos
gpp::collisionBoxSphere, 9356700.00, 28764, Nanosegundos
gpp::degrees_to_radians, 3700.00, 78, Nanosegundos
gpp::getCollisionId, 5132600.00, 28764, Nanosegundos
gpp::gpp_world::addBody, 194800.00, 26, Nanosegundos
gpp::gpp_world::broadPhase, 1090339456.00, 1914, Nanosegundos
gpp::gpp_world::dispatchCollisions, 2740300.00, 1914, Nanosegundos
gpp::gpp_world::integrateBodies, 537633472.00, 1914, Nanosegundos
gpp::gpp_world::internalUpdate, 2010715520.00, 1914, Nanosegundos
gpp::gpp_world::narrowPhase, 37684900.00, 1914, Nanosegundos
gpp::gpp_world::selectAndPrepareBodies, 41783900.00, 1914, Nanosegundos
gpp::gpp_world::solveCollisions, 275447104.00, 1914, Nanosegundos
gpp::gpp_world::solvePair, 253918592.00, 28860, Nanosegundos
gpp::octree::broadPhase, 1087695360.00, 1914, Nanosegundos
gpp::octree::broadPhaseAuxiliary, 1036288512.00, 49764, Nanosegundos
gpp::octree::create, 5400.00, 1, Nanosegundos
gpp::octree::insert, 176300.00, 26, Nanosegundos
gpp::octree::traverse, 1489865728.00, 30704, Nanosegundos
